20.0	21	21.747	22.118
35.0	24	36.451	36.914
40.0	30	42.571	43.000
45.0	23	47.731	48.380
55.0	30	56.798	57.310
65.0	25	67.910	68.626
75.0	48	78.875	79.600
80.0	68	81.669	82.344
