20.0	21	21.812	22.118
35.0	25	36.722	37.141
40.0	29	42.517	43.014
45.0	23	48.106	48.380
55.0	30	57.075	57.310
65.0	25	68.260	68.626
75.0	42	78.987	79.473
80.0	74	81.753	82.194
